time_index,session_id,scenario,voltage,current,energy_kwh
56,S_NORM_9,normal,230.8,32.2,0.1165
57,S_NORM_9,normal,230.02,31.98,0.11854
58,S_NORM_9,normal,230.16,32.08,0.1206
59,S_NORM_9,normal,229.68,31.74,0.12262
0,S_NORM_10,normal,229.14,32.05,0.00204
1,S_NORM_10,normal,229.02,32.01,0.00408
2,S_NORM_10,normal,229.96,32.18,0.00613
3,S_NORM_10,normal,229.71,31.52,0.00814
4,S_NORM_10,normal,229.9,32.08,0.01019
5,S_NORM_10,normal,230.52,32.06,0.01224
6,S_NORM_10,normal,230.29,31.95,0.01429
7,S_NORM_10,normal,230.91,32.29,0.01636
8,S_NORM_10,normal,230.47,32.1,0.01841
9,S_NORM_10,normal,230.6,31.97,0.02046
10,S_NORM_10,normal,229.33,32.31,0.02252
11,S_NORM_10,normal,229.04,31.84,0.02455
12,S_NORM_10,normal,230.93,32.09,0.0266
13,S_NORM_10,normal,229.69,32.23,0.02866
14,S_NORM_10,normal,230.61,32.03,0.03071
15,S_NORM_10,normal,229.4,32.08,0.03276
16,S_NORM_10,normal,229.88,31.76,0.03479
17,S_NORM_10,normal,230.31,31.55,0.0368
18,S_NORM_10,normal,229.78,32.16,0.03886
19,S_NORM_10,normal,229.67,31.71,0.04088
20,S_NORM_10,normal,230.5,31.92,0.04292
21,S_NORM_10,normal,230.66,31.9,0.04497
22,S_NORM_10,normal,230.16,31.91,0.04701
23,S_NORM_10,normal,229.48,31.89,0.04904
24,S_NORM_10,normal,230.45,31.76,0.05107
25,S_NORM_10,normal,229.91,32.03,0.05312
26,S_NORM_10,normal,230.25,32.06,0.05517
27,S_NORM_10,normal,229.36,32.43,0.05724
28,S_NORM_10,normal,230.01,32.07,0.05928
29,S_NORM_10,normal,229.45,32.03,0.06133
30,S_NORM_10,normal,230.5,32.25,0.06339
31,S_NORM_10,normal,231.01,32.34,0.06547
32,S_NORM_10,normal,229.38,31.92,0.0675
33,S_NORM_10,normal,230.28,32.14,0.06956
34,S_NORM_10,normal,229.5,31.96,0.07159
35,S_NORM_10,normal,229.74,32.23,0.07365
36,S_NORM_10,normal,229.65,32.24,0.07571
37,S_NORM_10,normal,229.53,32.07,0.07775
38,S_NORM_10,normal,229.58,32.19,0.0798
39,S_NORM_10,normal,230.33,32.04,0.08185
40,S_NORM_10,normal,229.4,31.83,0.08388
41,S_NORM_10,normal,230.57,31.84,0.08592
42,S_NORM_10,normal,230.14,32.22,0.08798
43,S_NORM_10,normal,229.51,32.18,0.09003
44,S_NORM_10,normal,230.17,31.88,0.09207
45,S_NORM_10,normal,229.99,31.87,0.09411
46,S_NORM_10,normal,230.09,31.98,0.09615
47,S_NORM_10,normal,229.48,31.69,0.09817
48,S_NORM_10,normal,230.04,32.13,0.10022
49,S_NORM_10,normal,229.4,32.01,0.10226
50,S_NORM_10,normal,229.69,31.71,0.10429
51,S_NORM_10,normal,230.62,31.99,0.10634
52,S_NORM_10,normal,229.56,31.92,0.10837
53,S_NORM_10,normal,231.17,31.64,0.1104
54,S_NORM_10,normal,230.55,31.9,0.11245
55,S_NORM_10,normal,229.7,31.94,0.11449
56,S_NORM_10,normal,228.92,32.07,0.11653
57,S_NORM_10,normal,229.69,31.86,0.11856
58,S_NORM_10,normal,230.25,31.45,0.12057
59,S_NORM_10,normal,229.72,32.3,0.12263
0,S_NORM_11,normal,230.82,32.09,0.00206
1,S_NORM_11,normal,229.87,32.03,0.0041
2,S_NORM_11,normal,230.58,31.55,0.00612
3,S_NORM_11,normal,229.45,31.81,0.00815
4,S_NORM_11,normal,229.85,32.37,0.01022
5,S_NORM_11,normal,230.42,32.0,0.01227
6,S_NORM_11,normal,229.85,31.87,0.0143
7,S_NORM_11,normal,229.78,32.04,0.01635
8,S_NORM_11,normal,229.38,31.8,0.01837
9,S_NORM_11,normal,230.02,32.13,0.02043
10,S_NORM_11,normal,230.12,32.18,0.02248
11,S_NORM_11,normal,229.78,31.97,0.02452
12,S_NORM_11,normal,230.35,31.93,0.02657
13,S_NORM_11,normal,230.07,32.32,0.02863
14,S_NORM_11,normal,229.73,32.13,0.03068
15,S_NORM_11,normal,229.98,31.66,0.03271
16,S_NORM_11,normal,229.76,32.34,0.03477
17,S_NORM_11,normal,229.92,32.37,0.03684
18,S_NORM_11,normal,229.64,32.28,0.0389
19,S_NORM_11,normal,230.36,31.87,0.04093
20,S_NORM_11,normal,229.32,31.95,0.04297
21,S_NORM_11,normal,230.15,32.35,0.04504
22,S_NORM_11,normal,230.04,31.89,0.04708
23,S_NORM_11,normal,230.25,32.18,0.04913
24,S_NORM_11,normal,230.72,32.05,0.05119
25,S_NORM_11,normal,229.92,31.7,0.05321
26,S_NORM_11,normal,229.87,31.95,0.05525
27,S_NORM_11,normal,230.49,31.98,0.0573
28,S_NORM_11,normal,230.77,32.02,0.05935
29,S_NORM_11,normal,228.67,32.09,0.06139
30,S_NORM_11,normal,230.14,32.11,0.06344
31,S_NORM_11,normal,229.78,31.91,0.06548
32,S_NORM_11,normal,229.6,31.85,0.06751
33,S_NORM_11,normal,229.68,32.08,0.06956
34,S_NORM_11,normal,229.14,31.98,0.07159
35,S_NORM_11,normal,230.47,31.83,0.07363
36,S_NORM_11,normal,231.12,32.15,0.0757
37,S_NORM_11,normal,229.94,31.91,0.07773
38,S_NORM_11,normal,229.61,31.62,0.07975
39,S_NORM_11,normal,230.36,32.16,0.08181
40,S_NORM_11,normal,230.52,31.97,0.08386
41,S_NORM_11,normal,230.27,31.85,0.08589
42,S_NORM_11,normal,230.49,31.96,0.08794
43,S_NORM_11,normal,229.85,31.51,0.08995
44,S_NORM_11,normal,229.78,32.02,0.092
45,S_NORM_11,normal,230.3,32.08,0.09405
46,S_NORM_11,normal,229.3,31.9,0.09608
47,S_NORM_11,normal,230.52,31.94,0.09812
48,S_NORM_11,normal,230.07,32.21,0.10018
49,S_NORM_11,normal,229.68,31.74,0.10221
50,S_NORM_11,normal,229.41,31.69,0.10423
51,S_NORM_11,normal,229.85,31.88,0.10626
52,S_NORM_11,normal,230.16,31.81,0.1083
53,S_NORM_11,normal,229.85,31.68,0.11032
54,S_NORM_11,normal,229.31,32.07,0.11236
55,S_NORM_11,normal,230.17,32.24,0.11442
56,S_NORM_11,normal,230.56,32.58,0.11651
57,S_NORM_11,normal,230.5,32.33,0.11858
58,S_NORM_11,normal,230.09,32.11,0.12063
59,S_NORM_11,normal,229.31,32.0,0.12267
0,S_NORM_12,normal,229.45,32.07,0.00204
1,S_NORM_12,normal,230.04,31.84,0.00408
2,S_NORM_12,normal,231.13,31.88,0.00613
3,S_NORM_12,normal,229.98,31.74,0.00815
4,S_NORM_12,normal,230.3,32.08,0.0102
5,S_NORM_12,normal,229.17,31.86,0.01223
6,S_NORM_12,normal,229.84,31.82,0.01426
7,S_NORM_12,normal,229.74,32.61,0.01635
8,S_NORM_12,normal,229.5,32.07,0.01839
9,S_NORM_12,normal,230.68,32.0,0.02044
10,S_NORM_12,normal,229.12,31.9,0.02247
11,S_NORM_12,normal,229.73,32.17,0.02452
12,S_NORM_12,normal,230.2,32.32,0.02659
13,S_NORM_12,normal,229.59,31.81,0.02862
14,S_NORM_12,normal,230.11,32.29,0.03068
15,S_NORM_12,normal,230.36,32.02,0.03273
16,S_NORM_12,normal,229.8,32.13,0.03478
17,S_NORM_12,normal,230.43,31.68,0.03681
18,S_NORM_12,normal,230.24,32.2,0.03887
19,S_NORM_12,normal,230.79,32.0,0.04092
20,S_NORM_12,normal,229.83,32.05,0.04297
21,S_NORM_12,normal,230.51,32.19,0.04503
22,S_NORM_12,normal,231.36,31.85,0.04707
23,S_NORM_12,normal,229.97,32.04,0.04912
24,S_NORM_12,normal,230.52,31.92,0.05117
25,S_NORM_12,normal,229.27,32.02,0.0532
26,S_NORM_12,normal,230.04,32.12,0.05526
27,S_NORM_12,normal,231.2,31.62,0.05729
28,S_NORM_12,normal,229.1,31.75,0.05931
29,S_NORM_12,normal,230.22,31.86,0.06135
30,S_NORM_12,normal,230.96,32.11,0.06341
31,S_NORM_12,normal,230.03,32.09,0.06546
32,S_NORM_12,normal,229.28,32.21,0.06751
33,S_NORM_12,normal,229.43,32.03,0.06955
34,S_NORM_12,normal,230.12,31.7,0.07158
35,S_NORM_12,normal,230.0,31.77,0.0736
36,S_NORM_12,normal,229.27,31.76,0.07563
37,S_NORM_12,normal,230.15,32.15,0.07768
38,S_NORM_12,normal,230.39,32.33,0.07975
39,S_NORM_12,normal,230.19,31.87,0.08179
40,S_NORM_12,normal,229.74,31.81,0.08382
41,S_NORM_12,normal,228.91,31.7,0.08584
42,S_NORM_12,normal,230.07,31.66,0.08786
43,S_NORM_12,normal,229.72,32.07,0.08991
44,S_NORM_12,normal,229.75,32.0,0.09195
45,S_NORM_12,normal,230.96,32.28,0.09402
46,S_NORM_12,normal,230.66,32.32,0.09609
47,S_NORM_12,normal,229.73,32.06,0.09813
48,S_NORM_12,normal,230.03,32.16,0.10019
49,S_NORM_12,normal,230.56,32.07,0.10224
50,S_NORM_12,normal,230.76,31.51,0.10426
51,S_NORM_12,normal,230.51,32.06,0.10632
52,S_NORM_12,normal,230.42,32.3,0.10838
53,S_NORM_12,normal,230.01,31.95,0.11042
54,S_NORM_12,normal,230.2,32.1,0.11248
55,S_NORM_12,normal,229.95,31.49,0.11449
56,S_NORM_12,normal,230.03,32.25,0.11655
57,S_NORM_12,normal,230.22,32.17,0.11861
58,S_NORM_12,normal,229.43,31.89,0.12064
59,S_NORM_12,normal,230.24,32.05,0.12269
0,S_NORM_13,normal,230.2,31.99,0.00205
1,S_NORM_13,normal,229.7,32.23,0.0041
2,S_NORM_13,normal,229.67,32.0,0.00614
3,S_NORM_13,normal,231.1,31.48,0.00816
4,S_NORM_13,normal,230.59,31.86,0.0102
5,S_NORM_13,normal,230.7,32.07,0.01226
6,S_NORM_13,normal,229.24,32.07,0.0143
7,S_NORM_13,normal,230.22,31.61,0.01632
8,S_NORM_13,normal,230.52,31.52,0.01834
9,S_NORM_13,normal,229.2,32.09,0.02038
10,S_NORM_13,normal,229.6,32.07,0.02243
11,S_NORM_13,normal,229.38,31.89,0.02446
12,S_NORM_13,normal,229.84,31.53,0.02648
13,S_NORM_13,normal,230.03,32.19,0.02853
14,S_NORM_13,normal,228.93,31.81,0.03056
15,S_NORM_13,normal,230.14,31.97,0.0326
16,S_NORM_13,normal,230.25,31.82,0.03463
17,S_NORM_13,normal,230.66,31.54,0.03666
18,S_NORM_13,normal,230.41,31.87,0.0387
19,S_NORM_13,normal,229.34,31.84,0.04072
20,S_NORM_13,normal,229.46,32.16,0.04277
21,S_NORM_13,normal,229.54,32.02,0.04481
22,S_NORM_13,normal,229.76,31.93,0.04685
23,S_NORM_13,normal,229.94,32.17,0.04891
24,S_NORM_13,normal,230.38,32.05,0.05096
25,S_NORM_13,normal,230.32,32.28,0.05302
26,S_NORM_13,normal,230.61,32.22,0.05509
27,S_NORM_13,normal,229.79,31.71,0.05711
28,S_NORM_13,normal,229.83,31.97,0.05915
29,S_NORM_13,normal,229.79,31.8,0.06118
30,S_NORM_13,normal,229.57,31.91,0.06322
31,S_NORM_13,normal,229.18,31.95,0.06525
32,S_NORM_13,normal,229.89,32.19,0.06731
33,S_NORM_13,normal,229.76,32.17,0.06936
34,S_NORM_13,normal,230.51,31.96,0.07141
35,S_NORM_13,normal,230.28,32.25,0.07347
36,S_NORM_13,normal,230.58,32.08,0.07552
37,S_NORM_13,normal,230.24,31.97,0.07757
38,S_NORM_13,normal,229.08,31.81,0.07959
39,S_NORM_13,normal,229.98,32.28,0.08165
40,S_NORM_13,normal,230.78,31.99,0.0837
41,S_NORM_13,normal,229.81,31.88,0.08574
42,S_NORM_13,normal,230.06,32.18,0.0878
43,S_NORM_13,normal,230.43,31.83,0.08983
44,S_NORM_13,normal,229.31,32.13,0.09188
45,S_NORM_13,normal,229.28,32.27,0.09394
46,S_NORM_13,normal,229.9,32.12,0.09599
47,S_NORM_13,normal,230.61,31.77,0.09802
48,S_NORM_13,normal,229.49,32.05,0.10007
49,S_NORM_13,normal,230.27,31.97,0.10211
50,S_NORM_13,normal,229.91,31.75,0.10414
51,S_NORM_13,normal,230.62,32.13,0.1062
52,S_NORM_13,normal,230.37,32.07,0.10825
53,S_NORM_13,normal,229.09,32.12,0.11029
54,S_NORM_13,normal,229.69,31.68,0.11231
55,S_NORM_13,normal,230.8,31.91,0.11436
56,S_NORM_13,normal,230.29,31.91,0.1164
57,S_NORM_13,normal,229.91,31.77,0.11843
58,S_NORM_13,normal,230.25,31.61,0.12045
59,S_NORM_13,normal,229.2,31.93,0.12248
0,S_NORM_14,normal,229.9,31.82,0.00203
1,S_NORM_14,normal,230.71,31.87,0.00407
2,S_NORM_14,normal,229.41,31.76,0.0061
3,S_NORM_14,normal,229.68,32.19,0.00815
4,S_NORM_14,normal,230.18,32.04,0.0102
5,S_NORM_14,normal,229.9,31.93,0.01224
6,S_NORM_14,normal,230.89,31.94,0.01429
7,S_NORM_14,normal,229.98,32.08,0.01634
8,S_NORM_14,normal,231.67,31.92,0.01839
9,S_NORM_14,normal,230.11,32.01,0.02044
10,S_NORM_14,normal,229.7,32.06,0.02248
11,S_NORM_14,normal,229.63,32.13,0.02453
12,S_NORM_14,normal,230.3,32.09,0.02659
13,S_NORM_14,normal,230.63,32.14,0.02865
14,S_NORM_14,normal,230.08,31.74,0.03067
15,S_NORM_14,normal,229.95,32.19,0.03273
16,S_NORM_14,normal,230.92,31.97,0.03478
17,S_NORM_14,normal,229.46,32.24,0.03684
18,S_NORM_14,normal,229.59,32.16,0.03889
19,S_NORM_14,normal,229.03,31.86,0.04091
20,S_NORM_14,normal,229.38,31.92,0.04295
21,S_NORM_14,normal,229.13,31.92,0.04498
22,S_NORM_14,normal,230.22,32.01,0.04703
23,S_NORM_14,normal,229.69,31.96,0.04906
24,S_NORM_14,normal,230.59,31.76,0.0511
25,S_NORM_14,normal,230.06,32.02,0.05315
26,S_NORM_14,normal,230.21,32.27,0.05521
27,S_NORM_14,normal,229.12,32.09,0.05725
28,S_NORM_14,normal,229.9,31.72,0.05928
29,S_NORM_14,normal,230.14,31.95,0.06132
30,S_NORM_14,normal,230.08,31.96,0.06336
31,S_NORM_14,normal,230.34,32.38,0.06543
32,S_NORM_14,normal,229.7,31.84,0.06747
33,S_NORM_14,normal,229.36,31.95,0.0695
34,S_NORM_14,normal,230.2,32.21,0.07156
35,S_NORM_14,normal,229.93,31.94,0.0736
36,S_NORM_14,normal,230.03,31.64,0.07562
37,S_NORM_14,normal,231.06,32.11,0.07768
38,S_NORM_14,normal,229.51,31.62,0.0797
39,S_NORM_14,normal,229.26,32.08,0.08174
40,S_NORM_14,normal,229.79,32.11,0.08379
41,S_NORM_14,normal,230.14,32.16,0.08585
42,S_NORM_14,normal,229.71,31.93,0.08788
43,S_NORM_14,normal,229.89,32.0,0.08993
44,S_NORM_14,normal,230.74,32.11,0.09199
45,S_NORM_14,normal,229.69,31.91,0.09402
46,S_NORM_14,normal,230.56,32.17,0.09608
47,S_NORM_14,normal,229.95,32.52,0.09816
48,S_NORM_14,normal,230.34,32.08,0.10021
49,S_NORM_14,normal,230.0,32.13,0.10226
50,S_NORM_14,normal,229.95,32.17,0.10432
51,S_NORM_14,normal,230.2,31.88,0.10636
52,S_NORM_14,normal,230.42,32.06,0.10841
53,S_NORM_14,normal,230.16,32.14,0.11046
54,S_NORM_14,normal,230.15,31.68,0.11249
55,S_NORM_14,normal,229.56,32.3,0.11455
56,S_NORM_14,normal,229.79,32.19,0.1166
57,S_NORM_14,normal,229.75,31.97,0.11864
58,S_NORM_14,normal,230.49,32.07,0.1207
59,S_NORM_14,normal,230.15,32.21,0.12276
0,S_NORM_15,normal,230.28,32.25,0.00206
1,S_NORM_15,normal,229.83,31.82,0.00409
2,S_NORM_15,normal,230.19,31.88,0.00613
3,S_NORM_15,normal,231.12,32.5,0.00822
4,S_NORM_15,normal,230.71,31.99,0.01027
5,S_NORM_15,normal,230.24,32.09,0.01232
6,S_NORM_15,normal,230.12,31.97,0.01436
7,S_NORM_15,normal,230.28,31.6,0.01639
8,S_NORM_15,normal,230.08,32.14,0.01844
9,S_NORM_15,normal,229.96,32.08,0.02049
10,S_NORM_15,normal,229.24,31.97,0.02252
11,S_NORM_15,normal,229.49,32.1,0.02457
12,S_NORM_15,normal,229.51,32.11,0.02662
13,S_NORM_15,normal,229.56,32.09,0.02866
14,S_NORM_15,normal,229.42,32.09,0.03071
15,S_NORM_15,normal,229.98,32.33,0.03277
16,S_NORM_15,normal,230.26,32.18,0.03483
17,S_NORM_15,normal,230.27,31.7,0.03686
18,S_NORM_15,normal,229.51,32.18,0.03891
19,S_NORM_15,normal,230.17,31.89,0.04095
20,S_NORM_15,normal,229.91,32.0,0.043
21,S_NORM_15,normal,229.85,31.84,0.04503
22,S_NORM_15,normal,230.51,31.52,0.04705
23,S_NORM_15,normal,230.07,32.07,0.0491
24,S_NORM_15,normal,229.93,31.83,0.05113
25,S_NORM_15,normal,229.96,31.83,0.05316
26,S_NORM_15,normal,229.9,31.84,0.05519
27,S_NORM_15,normal,230.21,31.66,0.05722
28,S_NORM_15,normal,229.49,32.23,0.05927
29,S_NORM_15,normal,230.1,31.59,0.06129
30,S_NORM_15,normal,229.89,31.8,0.06332
31,S_NORM_15,normal,229.18,31.78,0.06535
32,S_NORM_15,normal,229.59,31.99,0.06739
33,S_NORM_15,normal,230.55,31.79,0.06942
34,S_NORM_15,normal,230.1,31.86,0.07146
35,S_NORM_15,normal,230.12,32.16,0.07352
36,S_NORM_15,normal,229.68,31.72,0.07554
37,S_NORM_15,normal,230.31,31.5,0.07755
38,S_NORM_15,normal,229.66,32.23,0.07961
39,S_NORM_15,normal,229.81,32.12,0.08166
40,S_NORM_15,normal,230.0,31.66,0.08368
41,S_NORM_15,normal,229.69,31.64,0.0857
42,S_NORM_15,normal,230.0,32.06,0.08775
43,S_NORM_15,normal,230.82,32.14,0.08981
44,S_NORM_15,normal,230.6,32.09,0.09187
45,S_NORM_15,normal,229.43,32.21,0.09392
46,S_NORM_15,normal,230.8,32.01,0.09597
47,S_NORM_15,normal,229.74,32.05,0.09802
48,S_NORM_15,normal,229.21,31.92,0.10005
49,S_NORM_15,normal,229.89,31.93,0.10209
50,S_NORM_15,normal,229.62,31.89,0.10412
51,S_NORM_15,normal,230.14,32.22,0.10618
52,S_NORM_15,normal,230.36,31.94,0.10823
53,S_NORM_15,normal,229.66,32.18,0.11028
54,S_NORM_15,normal,230.59,32.1,0.11234
55,S_NORM_15,normal,230.42,31.87,0.11438
56,S_NORM_15,normal,229.94,32.08,0.11642
57,S_NORM_15,normal,229.61,31.86,0.11846
58,S_NORM_15,normal,229.81,31.98,0.1205
59,S_NORM_15,normal,230.14,32.22,0.12256
0,S_NORM_16,normal,230.35,32.05,0.00205
1,S_NORM_16,normal,229.69,32.11,0.0041
2,S_NORM_16,normal,229.87,32.25,0.00616
3,S_NORM_16,normal,230.45,32.1,0.00821
4,S_NORM_16,normal,230.03,31.77,0.01024
5,S_NORM_16,normal,230.51,32.12,0.0123
6,S_NORM_16,normal,230.32,32.04,0.01435
7,S_NORM_16,normal,229.68,31.97,0.01639
8,S_NORM_16,normal,230.31,31.77,0.01842
9,S_NORM_16,normal,229.35,31.96,0.02046
10,S_NORM_16,normal,230.3,32.06,0.02251
11,S_NORM_16,normal,230.19,31.95,0.02455
12,S_NORM_16,normal,229.49,32.1,0.0266
13,S_NORM_16,normal,230.41,32.03,0.02865
14,S_NORM_16,normal,229.95,32.02,0.03069
15,S_NORM_16,normal,230.05,31.99,0.03274
16,S_NORM_16,normal,230.33,32.23,0.0348
17,S_NORM_16,normal,230.79,32.04,0.03685
18,S_NORM_16,normal,229.86,31.94,0.03889
19,S_NORM_16,normal,229.92,31.74,0.04092
20,S_NORM_16,normal,230.21,32.15,0.04298
21,S_NORM_16,normal,229.78,32.08,0.04502
22,S_NORM_16,normal,230.29,31.73,0.04705
23,S_NORM_16,normal,230.06,32.18,0.04911
24,S_NORM_16,normal,229.65,31.73,0.05113
25,S_NORM_16,normal,230.31,32.16,0.05319
26,S_NORM_16,normal,230.1,32.02,0.05524
27,S_NORM_16,normal,229.38,31.74,0.05726
28,S_NORM_16,normal,230.07,32.09,0.05931
29,S_NORM_16,normal,229.82,32.14,0.06136
30,S_NORM_16,normal,230.23,31.81,0.0634
31,S_NORM_16,normal,230.61,31.69,0.06543
32,S_NORM_16,normal,228.97,31.89,0.06746
33,S_NORM_16,normal,229.71,32.12,0.06951
34,S_NORM_16,normal,229.38,31.97,0.07154
35,S_NORM_16,normal,230.21,31.61,0.07356
36,S_NORM_16,normal,230.48,31.95,0.07561
37,S_NORM_16,normal,229.6,32.28,0.07767
38,S_NORM_16,normal,229.63,32.06,0.07971
39,S_NORM_16,normal,230.79,31.95,0.08176
40,S_NORM_16,normal,229.04,32.25,0.08381
41,S_NORM_16,normal,230.46,32.24,0.08588
42,S_NORM_16,normal,230.43,31.96,0.08792
43,S_NORM_16,normal,230.19,31.56,0.08994
44,S_NORM_16,normal,229.64,31.98,0.09198
45,S_NORM_16,normal,228.27,31.95,0.09401
46,S_NORM_16,normal,230.01,31.95,0.09605
47,S_NORM_16,normal,230.33,31.83,0.09808
48,S_NORM_16,normal,231.02,31.87,0.10013
49,S_NORM_16,normal,229.12,32.45,0.10219
50,S_NORM_16,normal,230.72,32.06,0.10425
51,S_NORM_16,normal,230.45,31.79,0.10628
52,S_NORM_16,normal,229.63,31.75,0.10831
53,S_NORM_16,normal,229.89,32.39,0.11038
54,S_NORM_16,normal,230.95,31.9,0.11242
55,S_NORM_16,normal,229.25,32.3,0.11448
56,S_NORM_16,normal,230.92,31.86,0.11652
57,S_NORM_16,normal,229.99,32.06,0.11857
58,S_NORM_16,normal,229.92,32.12,0.12062
59,S_NORM_16,normal,230.02,31.59,0.12264
0,S_NORM_17,normal,229.86,32.49,0.00207
1,S_NORM_17,normal,229.49,31.86,0.00411
2,S_NORM_17,normal,230.58,32.1,0.00616
3,S_NORM_17,normal,230.81,32.23,0.00823
4,S_NORM_17,normal,230.34,31.96,0.01027
5,S_NORM_17,normal,230.28,31.7,0.0123
6,S_NORM_17,normal,230.75,32.12,0.01436
7,S_NORM_17,normal,229.33,32.47,0.01643
8,S_NORM_17,normal,230.21,31.62,0.01845
9,S_NORM_17,normal,229.98,32.27,0.02051
10,S_NORM_17,normal,230.12,31.72,0.02254
11,S_NORM_17,normal,229.78,32.06,0.02459
12,S_NORM_17,normal,229.76,32.28,0.02665
13,S_NORM_17,normal,229.47,32.05,0.02869
14,S_NORM_17,normal,230.06,31.78,0.03072
15,S_NORM_17,normal,229.81,31.88,0.03276
16,S_NORM_17,normal,229.7,31.74,0.03478
17,S_NORM_17,normal,230.36,31.92,0.03682
18,S_NORM_17,normal,229.78,32.15,0.03888
19,S_NORM_17,normal,230.17,32.16,0.04093
20,S_NORM_17,normal,229.54,32.02,0.04297
21,S_NORM_17,normal,230.2,31.89,0.04501
22,S_NORM_17,normal,230.13,32.11,0.04706
23,S_NORM_17,normal,229.75,31.95,0.0491
24,S_NORM_17,normal,229.98,31.81,0.05114
25,S_NORM_17,normal,229.76,32.31,0.0532
26,S_NORM_17,normal,229.08,31.83,0.05522
27,S_NORM_17,normal,231.02,32.21,0.05729
28,S_NORM_17,normal,229.76,32.28,0.05935
29,S_NORM_17,normal,230.01,32.21,0.06141
30,S_NORM_17,normal,229.62,31.85,0.06344
31,S_NORM_17,normal,229.44,32.15,0.06549
32,S_NORM_17,normal,229.29,32.09,0.06753
33,S_NORM_17,normal,230.01,31.74,0.06956
34,S_NORM_17,normal,230.68,31.99,0.07161
35,S_NORM_17,normal,230.15,31.76,0.07364
36,S_NORM_17,normal,230.19,32.16,0.0757
37,S_NORM_17,normal,229.25,31.81,0.07772
38,S_NORM_17,normal,229.44,32.19,0.07977
39,S_NORM_17,normal,229.61,31.78,0.0818
40,S_NORM_17,normal,230.85,31.64,0.08383
41,S_NORM_17,normal,230.03,31.98,0.08587
42,S_NORM_17,normal,230.23,32.27,0.08794
43,S_NORM_17,normal,229.54,32.37,0.09
44,S_NORM_17,normal,229.77,31.9,0.09204
45,S_NORM_17,normal,229.33,32.03,0.09408
46,S_NORM_17,normal,229.82,32.25,0.09614
47,S_NORM_17,normal,229.44,32.01,0.09818
48,S_NORM_17,normal,231.19,31.85,0.10022
49,S_NORM_17,normal,230.1,31.77,0.10225
50,S_NORM_17,normal,230.24,32.05,0.1043
51,S_NORM_17,normal,230.63,31.81,0.10634
52,S_NORM_17,normal,229.58,32.17,0.10839
53,S_NORM_17,normal,230.18,32.0,0.11044
54,S_NORM_17,normal,229.57,32.18,0.11249
55,S_NORM_17,normal,230.24,32.18,0.11455
56,S_NORM_17,normal,229.31,31.85,0.11658
57,S_NORM_17,normal,230.0,31.73,0.1186
58,S_NORM_17,normal,229.83,31.87,0.12064
59,S_NORM_17,normal,229.5,31.74,0.12266
0,S_NORM_18,normal,230.36,31.59,0.00202
1,S_NORM_18,normal,230.43,32.1,0.00408
2,S_NORM_18,normal,229.88,32.07,0.00612
3,S_NORM_18,normal,230.86,32.04,0.00818
4,S_NORM_18,normal,229.79,31.88,0.01021
5,S_NORM_18,normal,229.94,32.34,0.01228
6,S_NORM_18,normal,230.21,31.83,0.01432
7,S_NORM_18,normal,229.77,32.01,0.01636
8,S_NORM_18,normal,229.03,32.0,0.01839
9,S_NORM_18,normal,229.86,32.01,0.02044
10,S_NORM_18,normal,230.07,32.14,0.02249
11,S_NORM_18,normal,230.37,31.8,0.02453
12,S_NORM_18,normal,229.81,31.73,0.02655
13,S_NORM_18,normal,230.28,32.29,0.02862
14,S_NORM_18,normal,230.5,31.89,0.03066
15,S_NORM_18,normal,230.65,31.91,0.0327
16,S_NORM_18,normal,229.83,31.49,0.03471
17,S_NORM_18,normal,230.23,31.96,0.03676
18,S_NORM_18,normal,229.59,32.12,0.03881
19,S_NORM_18,normal,229.85,31.69,0.04083
20,S_NORM_18,normal,229.27,32.09,0.04287
21,S_NORM_18,normal,229.23,32.1,0.04492
22,S_NORM_18,normal,230.56,31.99,0.04697
23,S_NORM_18,normal,229.88,31.97,0.04901
24,S_NORM_18,normal,229.67,31.93,0.05104
25,S_NORM_18,normal,230.54,32.25,0.05311
26,S_NORM_18,normal,229.56,32.25,0.05517
27,S_NORM_18,normal,230.77,32.21,0.05723
28,S_NORM_18,normal,229.99,31.96,0.05927
29,S_NORM_18,normal,230.98,31.93,0.06132
30,S_NORM_18,normal,230.35,32.3,0.06339
31,S_NORM_18,normal,230.54,32.17,0.06545
32,S_NORM_18,normal,229.61,31.93,0.06748
33,S_NORM_18,normal,229.64,32.14,0.06954
34,S_NORM_18,normal,229.43,32.19,0.07159
35,S_NORM_18,normal,229.5,32.43,0.07365
36,S_NORM_18,normal,230.59,32.24,0.07572
37,S_NORM_18,normal,229.36,32.27,0.07777
38,S_NORM_18,normal,230.59,32.3,0.07984
39,S_NORM_18,normal,229.42,31.87,0.08187
40,S_NORM_18,normal,230.01,32.2,0.08393
41,S_NORM_18,normal,230.25,31.92,0.08597
42,S_NORM_18,normal,229.77,32.01,0.08802
43,S_NORM_18,normal,229.94,31.84,0.09005
44,S_NORM_18,normal,230.05,31.95,0.09209
45,S_NORM_18,normal,229.42,31.89,0.09412
46,S_NORM_18,normal,230.38,32.35,0.09619
47,S_NORM_18,normal,230.07,32.12,0.09825
48,S_NORM_18,normal,229.62,32.24,0.1003
49,S_NORM_18,normal,229.12,32.15,0.10235
50,S_NORM_18,normal,229.91,32.08,0.1044
51,S_NORM_18,normal,228.98,32.06,0.10644
52,S_NORM_18,normal,229.66,31.98,0.10848
