time_index,session_id,voltage,current,energy_kwh,status,label
6,S20,230.5,11.2,0.00484,charging,fraud
7,S20,230.2,10.9,0.00553,charging,fraud
8,S20,229.0,10.4,0.00619,charging,fraud
9,S20,229.8,10.5,0.00687,charging,fraud
10,S20,230.0,75.9,0.01171,charging,fraud
11,S20,230.0,57.4,0.01538,charging,fraud
12,S20,229.4,61.9,0.01933,charging,fraud
13,S20,230.0,72.4,0.02395,charging,fraud
14,S20,229.0,59.1,0.02771,charging,fraud
15,S20,230.4,10.8,0.0284,charging,fraud
16,S20,229.4,11.2,0.02912,charging,fraud
17,S20,229.5,10.7,0.0298,charging,fraud
18,S20,228.9,10.4,0.03046,charging,fraud
19,S20,230.4,10.7,0.03114,charging,fraud
20,S20,229.8,11.1,0.03185,charging,fraud
21,S20,230.4,10.3,0.03251,charging,fraud
22,S20,230.2,10.9,0.03321,charging,fraud
23,S20,228.9,10.6,0.03388,charging,fraud
24,S20,230.5,10.6,0.03456,charging,fraud
25,S20,230.3,10.4,0.03523,charging,fraud
26,S20,228.8,11.0,0.03593,charging,fraud
27,S20,230.2,10.4,0.03659,charging,fraud
28,S20,229.3,10.7,0.03727,charging,fraud
29,S20,229.1,11.0,0.03797,finished,fraud
0,S21,229.0,9.3,0.00059,charging,normal
1,S21,229.2,9.1,0.00117,charging,normal
2,S21,228.9,8.8,0.00173,charging,normal
3,S21,228.7,8.7,0.00228,charging,normal
4,S21,227.9,9.4,0.00288,charging,normal
5,S21,228.3,8.9,0.00344,charging,normal
6,S21,229.4,8.8,0.004,charging,normal
7,S21,228.1,8.9,0.00457,charging,normal
8,S21,228.0,8.7,0.00512,charging,normal
9,S21,229.1,9.3,0.00571,charging,normal
10,S21,228.1,9.4,0.00631,charging,normal
11,S21,229.6,9.5,0.00691,charging,normal
12,S21,228.7,9.3,0.0075,charging,normal
13,S21,228.5,8.9,0.00807,charging,normal
14,S21,228.0,9.0,0.00864,charging,normal
15,S21,228.1,9.3,0.00923,charging,normal
16,S21,229.3,8.9,0.00979,charging,normal
17,S21,228.1,9.3,0.01038,charging,normal
18,S21,229.4,9.2,0.01097,charging,normal
19,S21,227.9,8.9,0.01153,charging,normal
20,S21,228.2,9.5,0.01213,charging,normal
21,S21,227.8,9.1,0.01271,charging,normal
22,S21,228.2,8.9,0.01327,charging,normal
23,S21,228.0,9.4,0.01387,charging,normal
24,S21,229.1,8.7,0.01442,charging,normal
25,S21,228.9,9.4,0.01502,charging,normal
26,S21,229.4,8.9,0.01559,charging,normal
27,S21,228.3,9.4,0.01618,charging,normal
28,S21,228.0,9.3,0.01677,charging,normal
29,S21,227.9,8.6,0.01732,finished,normal
0,S22,230.5,11.1,0.00071,charging,normal
1,S22,231.0,10.6,0.00139,charging,normal
2,S22,230.9,10.8,0.00208,charging,normal
3,S22,231.1,10.4,0.00275,charging,normal
4,S22,229.5,10.7,0.00343,charging,normal
5,S22,231.1,11.1,0.00415,charging,normal
6,S22,229.7,11.3,0.00487,charging,normal
7,S22,231.3,10.9,0.00557,charging,normal
8,S22,229.4,11.4,0.00629,charging,normal
9,S22,229.9,10.6,0.00697,charging,normal
10,S22,230.9,11.3,0.0077,charging,normal
11,S22,229.5,10.8,0.00838,charging,normal
12,S22,230.7,11.3,0.00911,charging,normal
13,S22,231.2,10.9,0.00981,charging,normal
14,S22,230.6,10.5,0.01048,charging,normal
15,S22,231.1,11.2,0.0112,charging,normal
16,S22,230.2,10.5,0.01187,charging,normal
17,S22,231.2,11.3,0.0126,charging,normal
18,S22,230.2,11.3,0.01332,charging,normal
19,S22,231.0,10.5,0.01399,charging,normal
20,S22,230.3,10.8,0.01468,charging,normal
21,S22,231.1,10.8,0.01538,charging,normal
22,S22,230.3,10.6,0.01606,charging,normal
23,S22,231.1,10.5,0.01673,charging,normal
24,S22,230.2,10.7,0.01741,charging,normal
25,S22,230.0,10.6,0.01809,charging,normal
26,S22,231.0,11.3,0.01882,charging,normal
27,S22,230.8,11.4,0.01955,charging,normal
28,S22,230.0,11.0,0.02025,charging,normal
29,S22,229.3,11.4,0.02098,finished,normal
0,S23,229.5,10.2,0.00065,charging,fraud
1,S23,230.3,10.8,0.00134,charging,fraud
2,S23,229.0,10.9,0.00203,charging,fraud
3,S23,229.2,10.9,0.00273,charging,fraud
4,S23,229.1,11.0,0.00343,charging,fraud
5,S23,228.5,11.0,0.00413,charging,fraud
6,S23,229.0,10.3,0.00478,charging,fraud
7,S23,230.4,11.1,0.00549,charging,fraud
8,S23,229.0,10.3,0.00615,charging,fraud
9,S23,230.3,10.1,0.00679,charging,fraud
10,S23,229.3,10.2,0.0,charging,fraud
11,S23,230.1,11.1,0.0,charging,fraud
12,S23,230.1,11.0,0.0,charging,fraud
13,S23,229.3,10.4,0.0,charging,fraud
14,S23,229.7,11.0,0.0,charging,fraud
15,S23,229.5,10.5,0.00067,charging,fraud
16,S23,230.1,10.7,0.00135,charging,fraud
17,S23,230.2,10.5,0.00202,charging,fraud
18,S23,229.5,10.5,0.00269,charging,fraud
19,S23,229.5,10.9,0.00339,charging,fraud
20,S23,229.2,10.8,0.00408,charging,fraud
21,S23,230.3,10.6,0.00475,charging,fraud
22,S23,229.3,10.4,0.00542,charging,fraud
23,S23,230.2,11.1,0.00613,charging,fraud
24,S23,229.9,10.3,0.00678,charging,fraud
25,S23,229.1,10.5,0.00745,charging,fraud
26,S23,229.9,10.7,0.00814,charging,fraud
27,S23,230.4,10.2,0.00879,charging,fraud
28,S23,229.6,10.7,0.00947,charging,fraud
29,S23,229.4,10.2,0.01012,finished,fraud
0,S24,229.2,10.6,0.00067,charging,normal
1,S24,229.3,10.4,0.00134,charging,normal
2,S24,229.0,10.8,0.00202,charging,normal
3,S24,229.1,10.3,0.00268,charging,normal
4,S24,230.3,10.3,0.00334,charging,normal
5,S24,230.5,10.3,0.004,charging,normal
6,S24,229.9,10.6,0.00468,charging,normal
7,S24,229.7,10.1,0.00532,charging,normal
8,S24,229.5,10.4,0.00598,charging,normal
9,S24,230.5,10.0,0.00662,charging,normal
10,S24,230.2,10.5,0.00729,charging,normal
11,S24,228.9,10.3,0.00795,charging,normal
12,S24,230.4,10.6,0.00863,charging,normal
13,S24,229.2,10.3,0.00928,charging,normal
14,S24,229.4,10.9,0.00998,charging,normal
15,S24,230.5,10.1,0.01062,charging,normal
16,S24,230.2,10.3,0.01128,charging,normal
17,S24,229.9,10.4,0.01195,charging,normal
18,S24,230.0,10.1,0.01259,charging,normal
19,S24,229.2,10.3,0.01325,charging,normal
20,S24,229.3,10.0,0.01389,charging,normal
21,S24,229.6,10.9,0.01458,charging,normal
22,S24,229.2,10.5,0.01525,charging,normal
23,S24,228.7,10.3,0.0159,charging,normal
24,S24,230.1,10.9,0.0166,charging,normal
25,S24,229.3,10.5,0.01727,charging,normal
26,S24,230.5,10.1,0.01792,charging,normal
27,S24,229.3,10.5,0.01858,charging,normal
28,S24,229.3,10.0,0.01922,charging,normal
29,S24,229.9,10.2,0.01987,finished,normal
0,S25,231.4,11.0,0.00071,charging,normal
1,S25,231.3,11.0,0.00141,charging,normal
2,S25,231.7,11.2,0.00213,charging,normal
3,S25,231.8,11.1,0.00285,charging,normal
4,S25,230.8,10.9,0.00355,charging,normal
5,S25,231.8,10.3,0.00421,charging,normal
6,S25,230.4,10.9,0.00491,charging,normal
7,S25,231.2,11.2,0.00563,charging,normal
8,S25,230.5,10.6,0.00631,charging,normal
9,S25,232.1,11.2,0.00703,charging,normal
10,S25,232.0,11.1,0.00774,charging,normal
11,S25,231.3,10.5,0.00842,charging,normal
12,S25,232.0,10.3,0.00908,charging,normal
13,S25,230.9,10.5,0.00976,charging,normal
14,S25,231.5,10.5,0.01043,charging,normal
15,S25,230.7,10.5,0.0111,charging,normal
16,S25,231.4,11.1,0.01182,charging,normal
17,S25,231.7,11.0,0.01253,charging,normal
18,S25,231.1,10.3,0.01319,charging,normal
19,S25,230.8,11.3,0.01391,charging,normal
20,S25,231.6,10.4,0.01458,charging,normal
21,S25,230.9,10.5,0.01525,charging,normal
22,S25,231.4,11.1,0.01597,charging,normal
23,S25,231.4,10.5,0.01664,charging,normal
24,S25,231.1,11.1,0.01735,charging,normal
25,S25,231.1,11.1,0.01807,charging,normal
26,S25,231.7,11.0,0.01878,charging,normal
27,S25,232.1,11.0,0.01948,charging,normal
28,S25,230.9,10.8,0.02018,charging,normal
29,S25,231.7,10.4,0.02085,finished,normal
0,S26,226.7,10.7,0.00067,charging,normal
1,S26,228.0,10.9,0.00136,charging,normal
2,S26,228.6,10.9,0.00206,charging,normal
3,S26,227.7,10.4,0.00271,charging,normal
4,S26,228.2,10.8,0.0034,charging,normal
5,S26,227.1,10.9,0.00409,charging,normal
6,S26,227.1,10.2,0.00473,charging,normal
7,S26,228.4,10.7,0.00541,charging,normal
8,S26,228.5,10.6,0.00608,charging,normal
9,S26,227.6,10.9,0.00677,charging,normal
10,S26,227.2,10.8,0.00745,charging,normal
11,S26,227.6,10.5,0.00812,charging,normal
12,S26,227.8,10.8,0.0088,charging,normal
13,S26,228.1,10.6,0.00947,charging,normal
14,S26,227.2,10.7,0.01015,charging,normal
15,S26,226.9,10.2,0.01079,charging,normal
16,S26,227.6,10.2,0.01143,charging,normal
17,S26,227.1,10.2,0.01208,charging,normal
18,S26,226.9,10.2,0.01272,charging,normal
19,S26,228.3,10.3,0.01337,charging,normal
20,S26,226.7,10.2,0.01402,charging,normal
21,S26,228.2,10.0,0.01465,charging,normal
22,S26,228.4,10.4,0.01531,charging,normal
23,S26,227.2,10.6,0.01598,charging,normal
24,S26,227.5,10.4,0.01664,charging,normal
25,S26,226.7,10.9,0.01732,charging,normal
26,S26,226.7,10.5,0.01798,charging,normal
27,S26,227.0,10.2,0.01863,charging,normal
28,S26,227.5,10.9,0.01932,charging,normal
29,S26,228.2,10.8,0.02,finished,normal
0,S27,230.3,9.6,0.00061,charging,normal
1,S27,230.2,9.8,0.00124,charging,normal
2,S27,230.6,9.5,0.00185,charging,normal
3,S27,230.5,9.6,0.00246,charging,normal
4,S27,230.1,10.3,0.00312,charging,normal
5,S27,230.1,9.5,0.00373,charging,normal
6,S27,231.1,9.8,0.00436,charging,normal
7,S27,230.2,9.5,0.00497,charging,normal
8,S27,230.9,10.1,0.00561,charging,normal
9,S27,230.9,10.0,0.00626,charging,normal
10,S27,230.6,10.2,0.00691,charging,normal
11,S27,231.4,9.6,0.00753,charging,normal
12,S27,230.9,10.0,0.00817,charging,normal
13,S27,231.8,9.8,0.0088,charging,normal
14,S27,230.7,9.9,0.00943,charging,normal
15,S27,230.5,10.2,0.01009,charging,normal
16,S27,231.6,9.7,0.01071,charging,normal
17,S27,231.6,10.5,0.01139,charging,normal
18,S27,231.2,9.7,0.01201,charging,normal
19,S27,230.1,10.1,0.01265,charging,normal
20,S27,231.0,9.9,0.01329,charging,normal
21,S27,230.1,10.3,0.01395,charging,normal
22,S27,230.6,10.3,0.01461,charging,normal
23,S27,230.1,9.6,0.01522,charging,normal
24,S27,229.9,10.5,0.01589,charging,normal
25,S27,231.4,9.6,0.01651,charging,normal
26,S27,230.8,9.9,0.01714,charging,normal
27,S27,230.7,10.5,0.01782,charging,normal
28,S27,231.0,10.2,0.01847,charging,normal
29,S27,230.2,10.0,0.01911,finished,normal
0,S28,227.4,10.9,0.00069,charging,normal
1,S28,228.0,11.2,0.0014,charging,normal
2,S28,227.8,10.8,0.00208,charging,normal
3,S28,227.4,11.2,0.00279,charging,normal
4,S28,226.6,11.0,0.00348,charging,normal
5,S28,227.0,10.6,0.00415,charging,normal
6,S28,227.4,10.4,0.00481,charging,normal
7,S28,227.9,10.7,0.00548,charging,normal
8,S28,227.3,11.1,0.00618,charging,normal
9,S28,227.2,10.7,0.00686,charging,normal
10,S28,227.5,11.1,0.00756,charging,normal
11,S28,226.7,10.7,0.00824,charging,normal
12,S28,227.6,11.1,0.00894,charging,normal
13,S28,227.4,10.9,0.00963,charging,normal
14,S28,226.7,10.8,0.01031,charging,normal
15,S28,226.7,10.6,0.01097,charging,normal
16,S28,226.6,11.1,0.01167,charging,normal
17,S28,227.0,10.4,0.01233,charging,normal
18,S28,227.5,10.7,0.013,charging,normal
19,S28,227.1,10.9,0.01369,charging,normal
20,S28,227.9,10.5,0.01436,charging,normal
21,S28,228.1,10.5,0.01502,charging,normal
22,S28,228.3,10.6,0.01569,charging,normal
23,S28,228.3,11.2,0.0164,charging,normal
24,S28,228.3,10.9,0.0171,charging,normal
25,S28,227.4,10.8,0.01778,charging,normal
26,S28,228.2,11.3,0.01849,charging,normal
27,S28,228.2,10.9,0.01918,charging,normal
28,S28,227.0,10.6,0.01985,charging,normal
29,S28,226.8,11.4,0.02057,finished,normal
0,S29,232.0,10.0,0.00064,charging,normal
1,S29,231.5,9.8,0.00127,charging,normal
2,S29,232.4,10.4,0.00195,charging,normal
3,S29,231.9,9.7,0.00257,charging,normal
4,S29,231.6,9.8,0.0032,charging,normal
5,S29,232.5,10.2,0.00386,charging,normal
6,S29,232.8,10.2,0.00452,charging,normal
7,S29,232.6,10.4,0.00519,charging,normal
8,S29,233.0,10.6,0.00588,charging,normal
9,S29,231.9,9.9,0.00652,charging,normal
10,S29,233.0,10.1,0.00717,charging,normal
11,S29,231.4,9.7,0.00779,charging,normal
12,S29,232.7,10.5,0.00847,charging,normal
13,S29,231.4,10.4,0.00914,charging,normal
14,S29,231.7,9.7,0.00976,charging,normal
15,S29,231.9,10.4,0.01043,charging,normal
16,S29,231.4,9.8,0.01106,charging,normal
17,S29,232.3,10.6,0.01175,charging,normal
18,S29,232.7,10.4,0.01242,charging,normal
19,S29,232.5,10.2,0.01308,charging,normal
20,S29,231.6,9.9,0.01372,charging,normal
21,S29,231.2,10.5,0.01439,charging,normal
22,S29,231.8,10.5,0.01507,charging,normal
23,S29,232.6,9.7,0.01569,charging,normal
24,S29,231.3,9.7,0.01632,charging,normal
25,S29,232.6,10.4,0.01699,charging,normal
26,S29,232.4,10.1,0.01764,charging,normal
27,S29,232.6,10.3,0.01831,charging,normal
28,S29,231.4,10.4,0.01897,charging,normal
29,S29,231.9,9.7,0.0196,finished,normal
0,S30,231.9,10.3,0.00066,charging,normal
1,S30,231.4,10.4,0.00133,charging,normal
2,S30,232.2,10.9,0.00204,charging,normal
3,S30,231.2,10.7,0.00272,charging,normal
4,S30,232.1,10.4,0.00339,charging,normal
5,S30,231.1,10.9,0.00409,charging,normal
6,S30,230.8,10.2,0.00475,charging,normal
7,S30,231.8,10.4,0.00542,charging,normal
8,S30,232.7,10.6,0.0061,charging,normal
9,S30,231.6,10.5,0.00678,charging,normal
10,S30,230.8,10.5,0.00745,charging,normal
11,S30,232.3,11.0,0.00816,charging,normal
12,S30,231.9,10.5,0.00884,charging,normal
13,S30,231.7,10.8,0.00953,charging,normal
14,S30,232.4,11.0,0.01024,charging,normal
15,S30,231.5,11.0,0.01095,charging,normal
16,S30,231.9,10.6,0.01163,charging,normal
17,S30,232.2,10.3,0.0123,charging,normal
18,S30,232.1,11.1,0.01301,charging,normal
19,S30,232.3,11.0,0.01372,charging,normal
20,S30,232.7,10.4,0.01439,charging,normal
21,S30,232.7,10.2,0.01505,charging,normal
22,S30,232.1,10.6,0.01574,charging,normal
23,S30,231.1,11.0,0.01644,charging,normal
24,S30,231.5,11.0,0.01715,charging,normal
25,S30,232.5,10.5,0.01783,charging,normal
26,S30,231.2,10.3,0.01849,charging,normal
27,S30,232.6,11.1,0.01921,charging,normal
28,S30,231.7,10.3,0.01987,charging,normal
29,S30,232.1,10.8,0.02057,finished,normal
0,S31,227.4,9.6,0.00061,charging,normal
1,S31,227.6,9.0,0.00118,charging,normal
2,S31,227.7,9.6,0.00178,charging,normal
3,S31,227.0,9.2,0.00236,charging,normal
4,S31,227.3,9.4,0.00296,charging,normal
5,S31,226.4,9.3,0.00354,charging,normal
6,S31,226.5,9.4,0.00413,charging,normal
7,S31,226.6,8.8,0.00469,charging,normal
8,S31,226.9,9.1,0.00526,charging,normal
9,S31,227.5,9.5,0.00586,charging,normal
10,S31,228.2,9.5,0.00646,charging,normal
11,S31,226.7,9.7,0.00707,charging,normal
12,S31,226.6,8.8,0.00763,charging,normal
13,S31,226.8,9.7,0.00824,charging,normal
14,S31,227.5,9.5,0.00884,charging,normal
15,S31,227.2,9.5,0.00944,charging,normal
16,S31,227.9,9.3,0.01003,charging,normal
17,S31,226.2,9.6,0.01063,charging,normal
18,S31,226.2,9.4,0.01122,charging,normal
19,S31,226.2,9.3,0.01181,charging,normal
20,S31,227.8,9.3,0.01239,charging,normal
21,S31,227.1,9.0,0.01296,charging,normal
22,S31,227.4,9.2,0.01354,charging,normal
23,S31,227.3,9.4,0.01414,charging,normal
24,S31,227.4,8.8,0.01469,charging,normal
25,S31,228.1,8.7,0.01524,charging,normal
26,S31,227.9,9.7,0.01586,charging,normal
27,S31,227.9,8.7,0.01641,charging,normal
28,S31,227.1,9.3,0.01699,charging,normal
29,S31,227.0,8.7,0.01754,finished,normal
0,S32,231.4,9.2,0.00059,charging,normal
1,S32,232.9,9.3,0.00119,charging,normal
2,S32,232.3,9.4,0.0018,charging,normal
3,S32,232.1,9.4,0.00241,charging,normal
4,S32,232.0,9.6,0.00302,charging,normal
5,S32,232.6,9.1,0.00361,charging,normal
6,S32,232.8,9.5,0.00423,charging,normal
7,S32,231.4,9.1,0.00481,charging,normal
8,S32,232.0,9.9,0.00545,charging,normal
9,S32,233.3,9.8,0.00608,charging,normal
10,S32,231.5,9.0,0.00666,charging,normal
11,S32,233.3,9.5,0.00728,charging,normal
12,S32,232.9,10.0,0.00793,charging,normal
13,S32,233.0,9.1,0.00851,charging,normal
14,S32,231.5,9.8,0.00915,charging,normal
15,S32,232.5,9.9,0.00978,charging,normal
16,S32,232.4,9.7,0.01041,charging,normal
17,S32,232.4,9.9,0.01105,charging,normal
18,S32,231.6,9.0,0.01163,charging,normal
19,S32,232.7,9.5,0.01224,charging,normal
20,S32,232.2,9.8,0.01287,charging,normal
21,S32,232.6,9.2,0.01347,charging,normal
22,S32,232.9,9.3,0.01407,charging,normal
23,S32,232.4,9.6,0.01469,charging,normal
24,S32,233.1,9.7,0.01532,charging,normal
25,S32,233.2,9.5,0.01593,charging,normal
26,S32,231.7,9.4,0.01654,charging,normal
27,S32,232.8,9.3,0.01714,charging,normal
28,S32,232.0,9.3,0.01774,charging,normal
29,S32,232.4,9.7,0.01837,finished,normal
0,S33,230.7,10.0,0.00064,charging,normal
1,S33,230.7,9.9,0.00128,charging,normal
2,S33,229.6,9.7,0.00189,charging,normal
3,S33,230.4,9.1,0.00248,charging,normal
4,S33,230.6,9.2,0.00307,charging,normal
5,S33,230.8,9.2,0.00366,charging,normal
6,S33,231.0,9.2,0.00425,charging,normal
7,S33,229.2,10.0,0.00488,charging,normal
8,S33,229.3,9.4,0.00548,charging,normal
9,S33,230.8,9.4,0.00608,charging,normal
10,S33,230.2,9.7,0.0067,charging,normal
11,S33,230.6,9.8,0.00733,charging,normal
12,S33,230.4,9.7,0.00795,charging,normal
13,S33,230.0,9.7,0.00857,charging,normal
14,S33,229.8,9.5,0.00918,charging,normal
15,S33,230.1,9.4,0.00978,charging,normal
16,S33,229.6,9.5,0.01039,charging,normal
17,S33,229.8,9.9,0.01102,charging,normal
18,S33,230.1,9.3,0.01161,charging,normal
19,S33,230.4,9.3,0.01221,charging,normal
20,S33,229.6,9.5,0.01281,charging,normal
21,S33,229.7,9.2,0.0134,charging,normal
22,S33,230.7,9.5,0.01401,charging,normal
23,S33,229.8,9.6,0.01462,charging,normal
24,S33,229.3,9.6,0.01523,charging,normal
25,S33,229.3,9.6,0.01584,charging,normal
26,S33,230.0,10.1,0.01649,charging,normal
27,S33,231.2,9.1,0.01707,charging,normal
28,S33,230.3,9.4,0.01768,charging,normal
29,S33,230.6,9.7,0.0183,finished,normal
0,S34,230.9,10.3,0.00066,charging,normal
1,S34,229.9,10.9,0.00136,charging,normal
2,S34,231.2,10.1,0.00201,charging,normal
3,S34,230.6,11.0,0.00271,charging,normal
4,S34,231.2,10.3,0.00337,charging,normal
5,S34,231.3,10.3,0.00403,charging,normal
6,S34,230.1,10.9,0.00473,charging,normal
7,S34,230.9,10.1,0.00538,charging,normal
8,S34,230.2,10.4,0.00604,charging,normal
9,S34,231.3,11.0,0.00675,charging,normal
10,S34,230.0,10.8,0.00744,charging,normal
11,S34,229.8,10.9,0.00814,charging,normal
12,S34,229.8,10.7,0.00882,charging,normal
13,S34,230.4,11.0,0.00952,charging,normal
14,S34,231.1,10.5,0.0102,charging,normal
15,S34,231.5,10.3,0.01086,charging,normal
16,S34,230.8,10.7,0.01154,charging,normal
17,S34,231.5,10.7,0.01223,charging,normal
18,S34,231.3,10.3,0.01289,charging,normal
19,S34,230.8,10.9,0.01359,charging,normal
20,S34,230.3,10.2,0.01425,charging,normal
21,S34,231.2,10.2,0.0149,charging,normal
22,S34,230.0,10.8,0.01559,charging,normal
23,S34,230.9,10.1,0.01624,charging,normal
24,S34,231.1,10.9,0.01694,charging,normal
25,S34,231.2,10.8,0.01763,charging,normal
26,S34,230.8,11.0,0.01834,charging,normal
27,S34,230.6,11.0,0.01904,charging,normal
28,S34,230.3,10.7,0.01973,charging,normal
29,S34,229.9,10.7,0.02041,finished,normal
0,S35,228.7,10.4,0.00066,charging,normal
1,S35,229.4,11.0,0.00136,charging,normal
2,S35,228.0,10.9,0.00205,charging,normal
3,S35,228.7,10.6,0.00273,charging,normal
4,S35,228.8,10.5,0.00339,charging,normal
5,S35,228.2,10.8,0.00408,charging,normal
6,S35,229.5,10.6,0.00475,charging,normal
7,S35,229.4,10.4,0.00542,charging,normal
8,S35,228.1,11.0,0.00611,charging,normal
9,S35,228.3,10.5,0.00678,charging,normal
10,S35,229.2,10.7,0.00746,charging,normal
11,S35,228.9,10.9,0.00815,charging,normal
12,S35,228.4,10.3,0.00881,charging,normal
13,S35,229.4,10.3,0.00946,charging,normal
14,S35,228.5,10.4,0.01012,charging,normal
15,S35,228.7,10.3,0.01078,charging,normal
16,S35,228.3,11.1,0.01148,charging,normal
17,S35,229.3,10.5,0.01215,charging,normal
18,S35,229.2,10.4,0.01281,charging,normal
19,S35,229.9,10.9,0.01351,charging,normal
20,S35,229.4,10.2,0.01416,charging,normal
21,S35,228.1,11.0,0.01486,charging,normal
22,S35,228.9,10.2,0.0155,charging,normal
23,S35,229.0,10.9,0.0162,charging,normal
24,S35,228.4,11.0,0.01689,charging,normal
25,S35,228.9,10.9,0.01759,charging,normal
26,S35,228.1,10.3,0.01824,charging,normal
27,S35,229.7,10.4,0.0189,charging,normal
28,S35,229.0,10.6,0.01958,charging,normal
29,S35,229.4,11.1,0.02029,finished,normal
0,S36,229.8,9.2,0.00059,charging,fraud
1,S36,229.5,9.3,0.00118,charging,fraud
2,S36,229.9,9.5,0.00179,charging,fraud
3,S36,228.5,9.9,0.00242,charging,fraud
4,S36,229.4,9.5,0.00302,charging,fraud
5,S36,229.1,9.2,0.00361,charging,fraud
6,S36,228.4,9.7,0.00422,charging,fraud
7,S36,229.6,9.1,0.0048,charging,fraud
8,S36,230.0,9.1,0.00538,charging,fraud
9,S36,229.0,9.0,0.00596,charging,fraud
10,S36,229.7,62.1,0.00992,charging,fraud
11,S36,228.9,67.9,0.01424,charging,fraud
12,S36,228.2,79.1,0.01925,charging,fraud
13,S36,229.6,78.4,0.02425,charging,fraud
14,S36,228.3,78.3,0.02922,charging,fraud
15,S36,228.2,9.5,0.02982,charging,fraud
16,S36,228.3,8.9,0.03038,charging,fraud
17,S36,228.4,9.7,0.031,charging,fraud
18,S36,229.9,9.2,0.03158,charging,fraud
19,S36,229.9,9.2,0.03217,charging,fraud
20,S36,229.3,9.8,0.0328,charging,fraud
21,S36,229.7,9.3,0.03339,charging,fraud
22,S36,228.6,9.7,0.03401,charging,fraud
23,S36,228.8,9.2,0.03459,charging,fraud
24,S36,228.5,9.3,0.03518,charging,fraud
25,S36,228.7,9.6,0.03579,charging,fraud
26,S36,229.5,9.8,0.03642,charging,fraud
27,S36,228.5,9.8,0.03704,charging,fraud
28,S36,229.6,9.4,0.03764,charging,fraud
29,S36,229.3,9.6,0.03825,finished,fraud
0,S37,229.5,9.0,0.00057,charging,normal
1,S37,228.6,9.3,0.00116,charging,normal
2,S37,228.7,9.2,0.00175,charging,normal
3,S37,229.5,8.6,0.0023,charging,normal
4,S37,229.3,9.0,0.00287,charging,normal
5,S37,230.3,8.8,0.00343,charging,normal
6,S37,228.8,8.8,0.00399,charging,normal
7,S37,230.3,9.4,0.00459,charging,normal
8,S37,229.2,9.4,0.00519,charging,normal
9,S37,230.3,8.8,0.00576,charging,normal
10,S37,229.2,8.9,0.00632,charging,normal
11,S37,228.8,8.6,0.00687,charging,normal
12,S37,230.3,8.7,0.00743,charging,normal
13,S37,229.2,8.9,0.00799,charging,normal
14,S37,230.1,9.1,0.00857,charging,normal
15,S37,229.7,9.1,0.00915,charging,normal
16,S37,229.1,9.1,0.00973,charging,normal
17,S37,230.3,9.1,0.01032,charging,normal
18,S37,229.0,9.1,0.01089,charging,normal
19,S37,229.3,9.6,0.01151,charging,normal
20,S37,229.3,8.9,0.01207,charging,normal
21,S37,228.6,9.4,0.01267,charging,normal
22,S37,228.9,9.4,0.01327,charging,normal
23,S37,229.5,9.4,0.01387,charging,normal
24,S37,228.6,9.0,0.01444,charging,normal
25,S37,229.2,8.7,0.01499,charging,normal
26,S37,228.6,9.1,0.01557,charging,normal
27,S37,228.6,9.5,0.01617,charging,normal
28,S37,230.0,9.1,0.01675,charging,normal
29,S37,228.6,9.2,0.01734,finished,normal
0,S38,232.3,10.4,0.00067,charging,fraud
1,S38,232.2,9.8,0.0013,charging,fraud
2,S38,230.9,9.8,0.00193,charging,fraud
3,S38,231.3,10.1,0.00258,charging,fraud
4,S38,231.7,10.5,0.00326,charging,fraud
5,S38,231.7,10.4,0.00393,charging,fraud
6,S38,231.5,9.9,0.00456,charging,fraud
7,S38,230.4,10.2,0.00522,charging,fraud
8,S38,230.9,9.8,0.00584,charging,fraud
9,S38,231.8,9.7,0.00647,charging,fraud
10,S38,157.6,10.1,0.00691,charging,fraud
11,S38,154.6,10.3,0.00735,charging,fraud
12,S38,179.2,9.9,0.00785,charging,fraud
13,S38,182.8,9.9,0.00835,charging,fraud
14,S38,189.5,9.6,0.00885,charging,fraud
15,S38,231.8,10.5,0.00953,charging,fraud
16,S38,231.8,9.7,0.01015,charging,fraud
17,S38,231.5,10.2,0.01081,charging,fraud
18,S38,231.4,10.1,0.01146,charging,fraud
19,S38,231.7,10.4,0.01213,charging,fraud
20,S38,232.1,10.0,0.01277,charging,fraud
21,S38,230.9,9.6,0.01339,charging,fraud
22,S38,230.8,10.1,0.01404,charging,fraud
23,S38,230.8,10.3,0.0147,charging,fraud
24,S38,230.8,10.5,0.01537,charging,fraud
25,S38,231.2,9.7,0.01599,charging,fraud
26,S38,231.8,10.3,0.01666,charging,fraud
27,S38,231.4,10.5,0.01733,charging,fraud
28,S38,230.4,9.9,0.01796,charging,fraud
29,S38,231.9,9.7,0.01859,finished,fraud
0,S39,231.0,10.4,0.00067,charging,normal
1,S39,232.1,10.8,0.00136,charging,normal
2,S39,232.2,10.0,0.00201,charging,normal
3,S39,231.5,10.5,0.00268,charging,normal
4,S39,231.3,10.8,0.00338,charging,normal
5,S39,230.9,10.5,0.00405,charging,normal
6,S39,231.0,10.2,0.00471,charging,normal
7,S39,231.0,10.4,0.00537,charging,normal
8,S39,230.8,10.2,0.00603,charging,normal
9,S39,231.3,10.1,0.00668,charging,normal
10,S39,232.1,10.9,0.00738,charging,normal
11,S39,232.1,10.4,0.00805,charging,normal
12,S39,232.2,10.4,0.00872,charging,normal
