time_index,session_id,voltage,current,energy_kwh,status,label
7,S20,229.9,10.3,0.00508,charging,normal
8,S20,230.0,9.6,0.0057,charging,normal
9,S20,229.9,10.4,0.00636,charging,normal
10,S20,229.5,10.1,0.007,charging,normal
11,S20,230.2,9.7,0.00762,charging,normal
12,S20,228.8,9.4,0.00822,charging,normal
13,S20,228.9,9.5,0.00883,charging,normal
14,S20,228.7,9.7,0.00944,charging,normal
15,S20,229.1,9.7,0.01006,charging,normal
16,S20,229.1,9.9,0.01069,charging,normal
17,S20,230.1,10.3,0.01135,charging,normal
18,S20,229.3,10.3,0.012,charging,normal
19,S20,230.1,9.6,0.01262,charging,normal
20,S20,229.1,10.2,0.01327,charging,normal
21,S20,229.0,9.7,0.01388,charging,normal
22,S20,229.2,9.7,0.0145,charging,normal
23,S20,230.1,10.0,0.01514,charging,normal
24,S20,229.6,10.0,0.01578,charging,normal
25,S20,230.2,10.0,0.01642,charging,normal
26,S20,230.1,10.2,0.01707,charging,normal
27,S20,229.4,9.5,0.01767,charging,normal
28,S20,230.2,10.0,0.01831,charging,normal
29,S20,230.4,10.3,0.01897,finished,normal
0,S21,232.4,8.6,0.00056,charging,normal
1,S21,231.6,9.6,0.00117,charging,normal
2,S21,232.2,9.5,0.00179,charging,normal
3,S21,230.8,8.7,0.00234,charging,normal
4,S21,231.6,9.2,0.00294,charging,normal
5,S21,231.9,9.6,0.00355,charging,normal
6,S21,231.2,9.5,0.00416,charging,normal
7,S21,232.4,9.6,0.00478,charging,normal
8,S21,232.4,9.0,0.00536,charging,normal
9,S21,232.2,8.7,0.00593,charging,normal
10,S21,231.5,9.1,0.00651,charging,normal
11,S21,231.0,8.8,0.00708,charging,normal
12,S21,232.2,8.8,0.00764,charging,normal
13,S21,231.4,8.8,0.00821,charging,normal
14,S21,231.7,9.3,0.00881,charging,normal
15,S21,232.2,9.0,0.00939,charging,normal
16,S21,230.7,9.6,0.01,charging,normal
17,S21,232.0,9.4,0.01061,charging,normal
18,S21,231.2,8.9,0.01118,charging,normal
19,S21,230.9,9.0,0.01176,charging,normal
20,S21,231.0,9.2,0.01235,charging,normal
21,S21,230.7,9.5,0.01296,charging,normal
22,S21,231.1,9.6,0.01357,charging,normal
23,S21,231.2,8.7,0.01413,charging,normal
24,S21,230.6,9.1,0.01471,charging,normal
25,S21,231.5,9.2,0.01531,charging,normal
26,S21,231.7,9.1,0.01589,charging,normal
27,S21,232.2,8.7,0.01645,charging,normal
28,S21,231.8,9.2,0.01705,charging,normal
29,S21,230.6,9.1,0.01763,finished,normal
0,S22,232.1,10.5,0.00068,charging,normal
1,S22,230.6,9.8,0.0013,charging,normal
2,S22,231.3,9.5,0.00192,charging,normal
3,S22,231.3,9.8,0.00254,charging,normal
4,S22,231.8,10.5,0.00322,charging,normal
5,S22,230.4,10.3,0.00388,charging,normal
6,S22,230.2,9.9,0.00451,charging,normal
7,S22,231.5,9.6,0.00513,charging,normal
8,S22,231.9,10.1,0.00578,charging,normal
9,S22,232.0,10.0,0.00643,charging,normal
10,S22,231.0,10.2,0.00708,charging,normal
11,S22,231.1,10.2,0.00773,charging,normal
12,S22,231.0,10.0,0.00838,charging,normal
13,S22,230.5,9.8,0.009,charging,normal
14,S22,230.4,9.7,0.00962,charging,normal
15,S22,231.8,9.5,0.01024,charging,normal
16,S22,231.7,10.0,0.01088,charging,normal
17,S22,231.6,10.5,0.01156,charging,normal
18,S22,231.8,9.9,0.01219,charging,normal
19,S22,231.6,9.8,0.01282,charging,normal
20,S22,230.8,9.5,0.01343,charging,normal
21,S22,231.9,10.3,0.0141,charging,normal
22,S22,231.4,10.5,0.01477,charging,normal
23,S22,232.1,9.6,0.01539,charging,normal
24,S22,231.8,9.7,0.01601,charging,normal
25,S22,231.3,10.0,0.01666,charging,normal
26,S22,232.0,10.5,0.01733,charging,normal
27,S22,230.2,9.9,0.01797,charging,normal
28,S22,232.0,10.1,0.01862,charging,normal
29,S22,231.8,9.6,0.01924,finished,normal
0,S23,230.5,9.2,0.00059,charging,fraud
1,S23,231.0,9.1,0.00117,charging,fraud
2,S23,229.6,8.9,0.00174,charging,fraud
3,S23,230.2,9.2,0.00233,charging,fraud
4,S23,231.0,9.2,0.00292,charging,fraud
5,S23,230.5,9.1,0.0035,charging,fraud
6,S23,231.2,9.3,0.0041,charging,fraud
7,S23,230.0,9.0,0.00467,charging,fraud
8,S23,230.4,9.1,0.00526,charging,fraud
9,S23,231.2,8.6,0.00581,charging,fraud
10,S23,278.1,8.7,0.00648,charging,fraud
11,S23,281.5,9.1,0.00719,charging,fraud
12,S23,278.2,9.4,0.00792,charging,fraud
13,S23,278.9,9.3,0.00864,charging,fraud
14,S23,289.7,9.3,0.00939,charging,fraud
15,S23,230.0,8.6,0.00994,charging,fraud
16,S23,230.5,9.5,0.01055,charging,fraud
17,S23,229.8,8.9,0.01111,charging,fraud
18,S23,229.6,9.1,0.01169,charging,fraud
19,S23,229.9,8.7,0.01225,charging,fraud
20,S23,231.0,9.1,0.01283,charging,fraud
21,S23,231.1,9.3,0.01343,charging,fraud
22,S23,230.9,8.7,0.01399,charging,fraud
23,S23,230.9,8.7,0.01455,charging,fraud
24,S23,231.0,8.9,0.01512,charging,fraud
25,S23,230.0,9.4,0.01572,charging,fraud
26,S23,230.1,9.4,0.01632,charging,fraud
27,S23,230.5,9.2,0.01691,charging,fraud
28,S23,230.3,8.6,0.01746,charging,fraud
29,S23,230.6,9.0,0.01803,finished,fraud
0,S24,231.2,10.5,0.00067,charging,normal
1,S24,231.9,10.0,0.00132,charging,normal
2,S24,230.2,10.4,0.00198,charging,normal
3,S24,231.6,10.4,0.00265,charging,normal
4,S24,231.6,10.1,0.0033,charging,normal
5,S24,231.4,10.4,0.00397,charging,normal
6,S24,230.2,10.3,0.00463,charging,normal
7,S24,231.3,9.8,0.00526,charging,normal
8,S24,230.4,10.5,0.00593,charging,normal
9,S24,231.8,10.1,0.00658,charging,normal
10,S24,230.4,10.1,0.00723,charging,normal
11,S24,230.1,9.9,0.00786,charging,normal
12,S24,230.7,10.3,0.00852,charging,normal
13,S24,231.8,10.2,0.00918,charging,normal
14,S24,231.1,10.5,0.00985,charging,normal
15,S24,230.6,10.1,0.0105,charging,normal
16,S24,230.9,10.2,0.01115,charging,normal
17,S24,230.5,9.8,0.01178,charging,normal
18,S24,231.5,10.6,0.01246,charging,normal
19,S24,231.7,10.7,0.01315,charging,normal
20,S24,231.0,10.4,0.01382,charging,normal
21,S24,231.0,10.7,0.0145,charging,normal
22,S24,231.2,9.8,0.01513,charging,normal
23,S24,231.1,9.7,0.01576,charging,normal
24,S24,230.3,10.6,0.01643,charging,normal
25,S24,231.2,9.8,0.01706,charging,normal
26,S24,231.1,10.2,0.01772,charging,normal
27,S24,230.5,10.5,0.01839,charging,normal
28,S24,230.5,10.2,0.01904,charging,normal
29,S24,231.9,10.5,0.01972,finished,normal
0,S25,227.7,10.0,0.00063,charging,normal
1,S25,227.7,10.2,0.00128,charging,normal
2,S25,228.3,9.9,0.00191,charging,normal
3,S25,228.9,10.7,0.00259,charging,normal
4,S25,227.9,10.3,0.00324,charging,normal
5,S25,228.6,10.0,0.00387,charging,normal
6,S25,228.3,10.3,0.00453,charging,normal
7,S25,228.7,10.0,0.00516,charging,normal
8,S25,229.1,10.3,0.00582,charging,normal
9,S25,228.5,10.3,0.00647,charging,normal
10,S25,229.2,10.6,0.00715,charging,normal
11,S25,228.2,10.6,0.00782,charging,normal
12,S25,228.8,9.9,0.00845,charging,normal
13,S25,227.6,10.6,0.00912,charging,normal
14,S25,227.6,10.6,0.00979,charging,normal
15,S25,228.9,9.9,0.01042,charging,normal
16,S25,228.1,9.9,0.01104,charging,normal
17,S25,229.5,10.3,0.0117,charging,normal
18,S25,227.7,10.4,0.01236,charging,normal
19,S25,228.3,9.8,0.01298,charging,normal
20,S25,228.2,10.3,0.01363,charging,normal
21,S25,229.0,10.1,0.01427,charging,normal
22,S25,229.0,10.0,0.01491,charging,normal
23,S25,228.3,10.1,0.01555,charging,normal
24,S25,228.4,10.4,0.01621,charging,normal
25,S25,228.0,10.4,0.01687,charging,normal
26,S25,229.3,9.7,0.01749,charging,normal
27,S25,227.7,10.4,0.01815,charging,normal
28,S25,229.1,10.0,0.01878,charging,normal
29,S25,228.2,10.1,0.01942,finished,normal
0,S26,228.2,8.9,0.00056,charging,normal
1,S26,229.0,9.6,0.00117,charging,normal
2,S26,228.4,9.6,0.00178,charging,normal
3,S26,229.6,9.7,0.0024,charging,normal
4,S26,229.0,9.3,0.00299,charging,normal
5,S26,229.0,9.0,0.00357,charging,normal
6,S26,229.8,9.3,0.00416,charging,normal
7,S26,229.2,9.6,0.00477,charging,normal
8,S26,229.9,9.0,0.00535,charging,normal
9,S26,228.1,9.4,0.00594,charging,normal
10,S26,229.9,9.5,0.00655,charging,normal
11,S26,228.5,9.1,0.00713,charging,normal
12,S26,229.2,9.6,0.00774,charging,normal
13,S26,228.8,9.5,0.00834,charging,normal
14,S26,229.4,9.5,0.00895,charging,normal
15,S26,229.1,9.8,0.00957,charging,normal
16,S26,229.4,9.4,0.01017,charging,normal
17,S26,229.9,9.1,0.01075,charging,normal
18,S26,228.9,9.0,0.01132,charging,normal
19,S26,229.9,9.0,0.0119,charging,normal
20,S26,229.7,9.8,0.01252,charging,normal
21,S26,228.9,9.2,0.01311,charging,normal
22,S26,229.9,9.6,0.01372,charging,normal
23,S26,229.1,9.0,0.01429,charging,normal
24,S26,229.6,9.8,0.01492,charging,normal
25,S26,229.0,9.3,0.01551,charging,normal
26,S26,228.9,9.6,0.01612,charging,normal
27,S26,228.6,8.9,0.01669,charging,normal
28,S26,228.3,9.7,0.0173,charging,normal
29,S26,228.0,9.1,0.01788,finished,normal
0,S27,229.0,11.2,0.00071,charging,normal
1,S27,229.3,10.5,0.00138,charging,normal
2,S27,229.2,11.2,0.00209,charging,normal
3,S27,229.4,10.5,0.00276,charging,normal
4,S27,228.4,10.5,0.00343,charging,normal
5,S27,227.8,10.5,0.00409,charging,normal
6,S27,229.3,10.5,0.00476,charging,normal
7,S27,227.9,11.3,0.00548,charging,normal
8,S27,229.0,11.2,0.00619,charging,normal
9,S27,229.3,10.9,0.00688,charging,normal
10,S27,228.8,10.5,0.00755,charging,normal
11,S27,227.8,11.3,0.00827,charging,normal
12,S27,228.6,10.5,0.00893,charging,normal
13,S27,228.8,11.3,0.00965,charging,normal
14,S27,228.0,11.4,0.01037,charging,normal
15,S27,229.2,11.3,0.01109,charging,normal
16,S27,228.1,11.0,0.01179,charging,normal
17,S27,229.2,10.8,0.01248,charging,normal
18,S27,227.7,10.6,0.01315,charging,normal
19,S27,229.0,11.2,0.01386,charging,normal
20,S27,228.1,11.1,0.01456,charging,normal
21,S27,228.3,11.2,0.01527,charging,normal
22,S27,228.7,11.1,0.01598,charging,normal
23,S27,229.6,10.7,0.01666,charging,normal
24,S27,229.6,10.6,0.01734,charging,normal
25,S27,228.0,10.9,0.01803,charging,normal
26,S27,228.8,11.2,0.01874,charging,normal
27,S27,228.1,10.4,0.0194,charging,normal
28,S27,228.7,11.1,0.0201,charging,normal
29,S27,229.3,11.1,0.02081,finished,normal
0,S28,228.0,9.4,0.0006,charging,normal
1,S28,227.2,9.2,0.00118,charging,normal
2,S28,228.8,9.7,0.00179,charging,normal
3,S28,227.3,9.7,0.0024,charging,normal
4,S28,227.9,9.1,0.00298,charging,normal
5,S28,228.0,9.1,0.00356,charging,normal
6,S28,228.7,9.5,0.00416,charging,normal
7,S28,227.2,9.2,0.00474,charging,normal
8,S28,228.8,9.7,0.00536,charging,normal
9,S28,227.2,9.9,0.00598,charging,normal
10,S28,228.5,9.8,0.0066,charging,normal
11,S28,228.5,9.8,0.00723,charging,normal
12,S28,228.0,9.7,0.00784,charging,normal
13,S28,227.0,9.8,0.00846,charging,normal
14,S28,228.6,9.1,0.00904,charging,normal
15,S28,226.9,9.7,0.00965,charging,normal
16,S28,228.7,9.4,0.01025,charging,normal
17,S28,228.7,9.9,0.01087,charging,normal
18,S28,228.3,9.6,0.01148,charging,normal
19,S28,228.5,9.7,0.0121,charging,normal
20,S28,228.7,9.0,0.01267,charging,normal
21,S28,227.4,9.4,0.01326,charging,normal
22,S28,228.8,9.2,0.01385,charging,normal
23,S28,227.9,9.3,0.01444,charging,normal
24,S28,228.6,9.9,0.01507,charging,normal
25,S28,227.7,8.9,0.01563,charging,normal
26,S28,227.5,9.5,0.01623,charging,normal
27,S28,227.0,9.8,0.01685,charging,normal
28,S28,228.7,9.2,0.01743,charging,normal
29,S28,228.5,9.1,0.01801,finished,normal
0,S29,231.3,10.2,0.00066,charging,fraud
1,S29,230.4,9.9,0.00129,charging,fraud
2,S29,230.3,10.5,0.00196,charging,fraud
3,S29,230.3,10.0,0.0026,charging,fraud
4,S29,230.6,10.1,0.00325,charging,fraud
5,S29,229.9,10.2,0.0039,charging,fraud
6,S29,230.0,10.7,0.00458,charging,fraud
7,S29,231.2,10.7,0.00527,charging,fraud
8,S29,229.7,10.2,0.00592,charging,fraud
9,S29,230.2,10.3,0.00658,charging,fraud
10,S29,230.7,64.2,0.01069,charging,fraud
11,S29,231.2,74.5,0.01548,charging,fraud
12,S29,231.7,68.8,0.01991,charging,fraud
13,S29,230.7,67.2,0.02421,charging,fraud
14,S29,231.7,64.7,0.02838,charging,fraud
15,S29,230.3,10.3,0.02904,charging,fraud
16,S29,231.3,10.7,0.02972,charging,fraud
17,S29,229.8,10.5,0.03039,charging,fraud
18,S29,231.6,10.1,0.03104,charging,fraud
19,S29,230.5,9.9,0.03168,charging,fraud
20,S29,230.5,10.2,0.03233,charging,fraud
21,S29,229.7,9.8,0.03295,charging,fraud
22,S29,231.3,10.7,0.03364,charging,fraud
23,S29,230.9,10.8,0.03434,charging,fraud
24,S29,230.3,10.1,0.03498,charging,fraud
25,S29,231.4,10.8,0.03568,charging,fraud
26,S29,230.9,10.3,0.03634,charging,fraud
27,S29,231.0,10.7,0.03702,charging,fraud
28,S29,230.4,10.7,0.03771,charging,fraud
29,S29,230.4,10.8,0.0384,finished,fraud
0,S30,230.6,10.0,0.00064,charging,fraud
1,S30,230.7,9.6,0.00126,charging,fraud
2,S30,230.8,10.1,0.0019,charging,fraud
3,S30,230.9,10.0,0.00254,charging,fraud
4,S30,229.4,9.5,0.00315,charging,fraud
5,S30,230.5,9.9,0.00378,charging,fraud
6,S30,230.0,9.2,0.00437,charging,fraud
7,S30,230.5,9.6,0.00499,charging,fraud
8,S30,229.5,9.7,0.0056,charging,fraud
9,S30,230.5,9.2,0.00619,charging,fraud
10,S30,229.4,56.7,0.00981,charging,fraud
11,S30,230.8,62.6,0.01382,charging,fraud
12,S30,229.1,78.0,0.01878,charging,fraud
13,S30,229.8,76.1,0.02364,charging,fraud
14,S30,229.8,77.1,0.02856,charging,fraud
15,S30,230.8,9.5,0.02917,charging,fraud
16,S30,229.2,9.7,0.02979,charging,fraud
17,S30,229.8,10.0,0.03043,charging,fraud
18,S30,230.8,9.3,0.03102,charging,fraud
19,S30,230.1,9.6,0.03164,charging,fraud
20,S30,229.7,9.9,0.03227,charging,fraud
21,S30,230.5,9.8,0.0329,charging,fraud
22,S30,229.7,10.0,0.03354,charging,fraud
23,S30,229.9,9.8,0.03416,charging,fraud
24,S30,230.0,9.9,0.03479,charging,fraud
25,S30,230.9,9.7,0.03542,charging,fraud
26,S30,229.1,10.1,0.03606,charging,fraud
27,S30,229.1,9.5,0.03666,charging,fraud
28,S30,230.3,9.5,0.03727,charging,fraud
29,S30,230.8,10.1,0.03792,finished,fraud
0,S31,231.8,9.3,0.0006,charging,normal
1,S31,231.5,9.3,0.0012,charging,normal
2,S31,231.0,10.1,0.00184,charging,normal
3,S31,232.2,9.8,0.00248,charging,normal
4,S31,230.7,9.4,0.00308,charging,normal
5,S31,231.5,10.1,0.00373,charging,normal
6,S31,231.2,9.7,0.00435,charging,normal
7,S31,232.1,9.6,0.00497,charging,normal
8,S31,230.6,9.9,0.0056,charging,normal
9,S31,230.8,9.5,0.00621,charging,normal
10,S31,232.0,9.4,0.00682,charging,normal
11,S31,230.7,10.0,0.00746,charging,normal
12,S31,231.4,10.1,0.00811,charging,normal
13,S31,232.5,9.5,0.00872,charging,normal
14,S31,232.1,10.1,0.00937,charging,normal
15,S31,232.1,10.1,0.01003,charging,normal
16,S31,232.2,9.5,0.01064,charging,normal
17,S31,230.9,9.8,0.01127,charging,normal
18,S31,230.7,9.5,0.01188,charging,normal
19,S31,231.2,10.0,0.01252,charging,normal
20,S31,232.4,10.0,0.01316,charging,normal
21,S31,231.5,9.6,0.01378,charging,normal
22,S31,232.1,9.9,0.01442,charging,normal
23,S31,230.7,9.4,0.01502,charging,normal
24,S31,231.2,9.3,0.01562,charging,normal
25,S31,232.4,9.5,0.01623,charging,normal
26,S31,232.1,9.5,0.01684,charging,normal
27,S31,232.6,10.2,0.0175,charging,normal
28,S31,231.0,9.7,0.01813,charging,normal
29,S31,231.4,9.9,0.01876,finished,normal
0,S32,229.3,10.7,0.00068,charging,normal
1,S32,230.4,10.6,0.00136,charging,normal
2,S32,230.1,10.5,0.00203,charging,normal
3,S32,229.2,10.6,0.00271,charging,normal
4,S32,231.0,10.7,0.00339,charging,normal
5,S32,229.2,10.4,0.00405,charging,normal
6,S32,230.8,9.9,0.00469,charging,normal
7,S32,230.2,10.7,0.00537,charging,normal
8,S32,229.6,10.8,0.00606,charging,normal
9,S32,229.8,10.2,0.00671,charging,normal
10,S32,230.9,10.7,0.0074,charging,normal
11,S32,229.2,10.4,0.00806,charging,normal
12,S32,229.4,10.2,0.00871,charging,normal
13,S32,230.4,10.1,0.00936,charging,normal
14,S32,229.1,10.8,0.01005,charging,normal
15,S32,230.7,10.4,0.01071,charging,normal
16,S32,230.2,10.6,0.01139,charging,normal
17,S32,229.8,10.4,0.01205,charging,normal
18,S32,230.9,10.0,0.0127,charging,normal
19,S32,229.3,10.8,0.01338,charging,normal
20,S32,229.8,10.3,0.01404,charging,normal
21,S32,231.0,10.4,0.01471,charging,normal
22,S32,229.8,10.7,0.01539,charging,normal
23,S32,230.3,10.3,0.01605,charging,normal
24,S32,229.2,10.1,0.01669,charging,normal
25,S32,229.9,10.1,0.01734,charging,normal
26,S32,229.9,10.1,0.01798,charging,normal
27,S32,229.5,10.0,0.01862,charging,normal
28,S32,229.3,10.7,0.0193,charging,normal
29,S32,230.6,10.0,0.01994,finished,normal
0,S33,232.0,10.8,0.0007,charging,normal
1,S33,231.8,10.8,0.00139,charging,normal
2,S33,232.7,11.1,0.00211,charging,normal
3,S33,233.2,11.2,0.00283,charging,normal
4,S33,233.1,10.9,0.00354,charging,normal
5,S33,233.4,11.1,0.00426,charging,normal
6,S33,232.4,10.7,0.00495,charging,normal
7,S33,233.4,11.5,0.0057,charging,normal
8,S33,232.2,11.3,0.00643,charging,normal
9,S33,232.4,11.4,0.00716,charging,normal
10,S33,233.7,11.2,0.00789,charging,normal
11,S33,232.5,10.5,0.00857,charging,normal
12,S33,233.6,11.5,0.00931,charging,normal
13,S33,232.9,11.2,0.01004,charging,normal
14,S33,232.9,10.9,0.01074,charging,normal
15,S33,232.9,10.7,0.01143,charging,normal
16,S33,233.0,10.6,0.01212,charging,normal
17,S33,232.8,11.1,0.01284,charging,normal
18,S33,232.0,10.6,0.01352,charging,normal
19,S33,231.9,10.5,0.0142,charging,normal
20,S33,233.7,11.4,0.01494,charging,normal
21,S33,232.3,10.8,0.01563,charging,normal
22,S33,232.0,10.9,0.01634,charging,normal
23,S33,232.6,10.6,0.01702,charging,normal
24,S33,233.8,11.4,0.01776,charging,normal
25,S33,232.7,10.5,0.01844,charging,normal
26,S33,233.5,11.4,0.01918,charging,normal
27,S33,233.4,10.9,0.01989,charging,normal
28,S33,231.9,11.3,0.02062,charging,normal
29,S33,233.8,11.1,0.02134,finished,normal
0,S34,227.7,10.2,0.00065,charging,normal
1,S34,227.9,10.3,0.0013,charging,normal
2,S34,227.3,11.0,0.00199,charging,normal
3,S34,226.5,10.2,0.00263,charging,normal
4,S34,227.1,10.8,0.00331,charging,normal
5,S34,226.8,10.3,0.00396,charging,normal
6,S34,227.9,10.5,0.00463,charging,normal
7,S34,227.3,10.5,0.00529,charging,normal
8,S34,227.7,10.6,0.00596,charging,normal
9,S34,226.9,10.8,0.00664,charging,normal
10,S34,228.1,10.8,0.00733,charging,normal
11,S34,227.2,10.2,0.00797,charging,normal
12,S34,227.7,10.1,0.00861,charging,normal
13,S34,228.1,10.6,0.00928,charging,normal
14,S34,227.6,10.9,0.00997,charging,normal
15,S34,228.0,10.3,0.01062,charging,normal
16,S34,226.5,11.0,0.01131,charging,normal
17,S34,227.4,11.0,0.01201,charging,normal
18,S34,227.4,10.6,0.01268,charging,normal
19,S34,226.3,10.4,0.01333,charging,normal
20,S34,227.1,10.9,0.01402,charging,normal
21,S34,227.3,10.9,0.01471,charging,normal
22,S34,228.2,10.6,0.01538,charging,normal
23,S34,226.5,10.1,0.01602,charging,normal
24,S34,227.3,10.2,0.01666,charging,normal
25,S34,227.7,11.0,0.01736,charging,normal
26,S34,227.8,10.3,0.01801,charging,normal
27,S34,227.0,10.1,0.01864,charging,normal
28,S34,226.4,10.2,0.01929,charging,normal
29,S34,227.6,10.1,0.01992,finished,normal
0,S35,230.8,10.7,0.00069,charging,fraud
1,S35,230.6,10.5,0.00136,charging,fraud
2,S35,229.6,10.0,0.002,charging,fraud
3,S35,231.1,11.0,0.0027,charging,fraud
4,S35,229.9,10.5,0.00337,charging,fraud
5,S35,231.5,11.0,0.00408,charging,fraud
6,S35,229.7,10.8,0.00477,charging,fraud
7,S35,230.9,10.3,0.00543,charging,fraud
8,S35,230.5,10.0,0.00607,charging,fraud
9,S35,231.3,10.4,0.00674,charging,fraud
10,S35,278.1,10.5,0.00755,charging,fraud
11,S35,272.9,10.5,0.00835,charging,fraud
12,S35,280.4,10.4,0.00916,charging,fraud
13,S35,278.3,10.9,0.01,charging,fraud
14,S35,289.8,10.5,0.01084,charging,fraud
15,S35,229.8,10.6,0.01152,charging,fraud
16,S35,230.2,10.8,0.01221,charging,fraud
17,S35,230.8,10.8,0.0129,charging,fraud
18,S35,230.5,10.3,0.01356,charging,fraud
19,S35,231.4,10.5,0.01424,charging,fraud
20,S35,231.5,10.2,0.01489,charging,fraud
21,S35,231.2,10.6,0.01557,charging,fraud
22,S35,231.2,10.5,0.01625,charging,fraud
23,S35,230.4,10.5,0.01692,charging,fraud
24,S35,230.5,10.2,0.01757,charging,fraud
25,S35,230.9,10.6,0.01825,charging,fraud
26,S35,229.8,10.1,0.0189,charging,fraud
27,S35,230.9,10.7,0.01958,charging,fraud
28,S35,230.8,10.7,0.02027,charging,fraud
29,S35,231.4,10.4,0.02094,finished,fraud
0,S36,229.0,10.1,0.00064,charging,normal
1,S36,229.9,10.5,0.00131,charging,normal
2,S36,229.3,10.1,0.00196,charging,normal
3,S36,230.3,10.4,0.00262,charging,normal
4,S36,230.0,11.1,0.00333,charging,normal
5,S36,230.5,10.8,0.00402,charging,normal
6,S36,230.1,10.1,0.00467,charging,normal
7,S36,228.9,11.0,0.00537,charging,normal
8,S36,229.0,10.6,0.00604,charging,normal
9,S36,230.6,10.2,0.00669,charging,normal
10,S36,230.0,10.2,0.00735,charging,normal
11,S36,229.7,10.9,0.00804,charging,normal
12,S36,229.0,10.2,0.00869,charging,normal
13,S36,228.9,10.8,0.00938,charging,normal
14,S36,229.0,10.9,0.01007,charging,normal
15,S36,229.9,10.5,0.01074,charging,normal
16,S36,230.8,10.2,0.0114,charging,normal
17,S36,229.1,10.7,0.01208,charging,normal
18,S36,228.9,10.3,0.01273,charging,normal
19,S36,230.2,10.4,0.0134,charging,normal
20,S36,229.9,11.0,0.0141,charging,normal
21,S36,229.5,10.4,0.01476,charging,normal
22,S36,228.9,10.7,0.01544,charging,normal
23,S36,229.2,10.1,0.01609,charging,normal
24,S36,229.6,10.1,0.01673,charging,normal
25,S36,229.7,10.8,0.01742,charging,normal
26,S36,230.3,10.6,0.0181,charging,normal
27,S36,229.7,10.3,0.01875,charging,normal
28,S36,228.8,11.0,0.01945,charging,normal
29,S36,230.4,10.2,0.02011,finished,normal
0,S37,228.3,9.3,0.00059,charging,normal
1,S37,226.7,8.8,0.00114,charging,normal
2,S37,227.6,8.7,0.00169,charging,normal
3,S37,226.9,8.6,0.00224,charging,normal
4,S37,228.3,9.1,0.00281,charging,normal
5,S37,226.5,9.4,0.0034,charging,normal
6,S37,228.3,8.9,0.00397,charging,normal
7,S37,226.8,8.7,0.00452,charging,normal
8,S37,228.2,9.2,0.0051,charging,normal
9,S37,226.9,9.0,0.00567,charging,normal
10,S37,227.3,8.9,0.00623,charging,normal
11,S37,227.1,9.0,0.0068,charging,normal
12,S37,226.6,8.8,0.00735,charging,normal
13,S37,226.6,9.3,0.00794,charging,normal
14,S37,228.1,9.1,0.00851,charging,normal
15,S37,227.1,9.3,0.0091,charging,normal
16,S37,227.3,8.9,0.00966,charging,normal
17,S37,228.1,8.5,0.0102,charging,normal
18,S37,226.4,8.7,0.01075,charging,normal
19,S37,227.3,9.2,0.01133,charging,normal
20,S37,227.0,9.0,0.0119,charging,normal
21,S37,227.5,8.6,0.01244,charging,normal
22,S37,226.7,9.4,0.01303,charging,normal
23,S37,227.6,9.0,0.0136,charging,normal
24,S37,227.3,9.3,0.01419,charging,normal
25,S37,227.0,9.4,0.01478,charging,normal
26,S37,226.6,9.1,0.01535,charging,normal
27,S37,226.8,9.4,0.01595,charging,normal
28,S37,227.8,9.0,0.01651,charging,normal
29,S37,226.8,9.2,0.01709,finished,normal
0,S38,228.8,10.6,0.00067,charging,fraud
1,S38,230.3,9.8,0.0013,charging,fraud
2,S38,229.2,9.9,0.00193,charging,fraud
3,S38,228.7,10.1,0.00257,charging,fraud
4,S38,230.3,10.0,0.00321,charging,fraud
5,S38,230.0,10.0,0.00385,charging,fraud
6,S38,229.1,10.3,0.00451,charging,fraud
7,S38,229.3,10.0,0.00514,charging,fraud
8,S38,228.8,9.7,0.00576,charging,fraud
9,S38,228.7,9.7,0.00638,charging,fraud
10,S38,268.8,9.9,0.00712,charging,fraud
11,S38,289.1,10.5,0.00796,charging,fraud
12,S38,287.7,10.3,0.00878,charging,fraud
13,S38,268.5,10.5,0.00956,charging,fraud
14,S38,283.5,9.9,0.01034,charging,fraud
15,S38,229.5,10.3,0.011,charging,fraud
16,S38,230.2,10.3,0.01166,charging,fraud
17,S38,229.0,10.1,0.0123,charging,fraud
18,S38,228.7,10.6,0.01298,charging,fraud
19,S38,229.3,10.3,0.01363,charging,fraud
20,S38,229.1,10.2,0.01428,charging,fraud
21,S38,230.5,10.6,0.01496,charging,fraud
22,S38,230.3,10.3,0.01562,charging,fraud
23,S38,229.3,9.8,0.01624,charging,fraud
24,S38,229.4,9.8,0.01687,charging,fraud
25,S38,230.1,10.3,0.01753,charging,fraud
26,S38,229.9,9.9,0.01816,charging,fraud
27,S38,229.3,10.1,0.0188,charging,fraud
28,S38,229.6,9.8,0.01943,charging,fraud
29,S38,229.5,10.6,0.0201,finished,fraud
0,S39,231.3,10.2,0.00066,charging,normal
1,S39,231.6,10.8,0.00135,charging,normal
2,S39,231.1,11.1,0.00206,charging,normal
3,S39,230.6,10.9,0.00276,charging,normal
4,S39,230.3,10.3,0.00342,charging,normal
5,S39,230.8,10.2,0.00407,charging,normal
6,S39,230.9,10.6,0.00475,charging,normal
7,S39,230.5,10.8,0.00545,charging,normal
8,S39,232.1,10.6,0.00613,charging,normal
9,S39,231.7,11.1,0.00684,charging,normal
10,S39,230.3,10.5,0.00751,charging,normal
11,S39,230.3,10.3,0.00817,charging,normal
12,S39,230.8,10.3,0.00883,charging,normal
